k,Job,Name
, Writer, John Herzfeld
44982, Stunt Coordinator, Douglas Crosby
15846, Editor, Andy Grieve
4413, Screenplay, Roderick Taylor
15723, Producer, Andrew Stevens
25704, Costume Design, Alexandra Welker
214597, Art Direction, Vraciu Eduard Daniel
, Editor, Dennis Virkler
178809, Screenplay, Jeff Renfroe
11699, Producer, Randall Emmett
1696, Producer, Andy Gould
98357, Producer, Randall Emmett
218, Director of Photography, Adam Greenberg
10161, Line Producer, Arthur Lappin
48119, Art Direction, Slawomir Witczak
8688, Associate Producer, Jeff Levine
100402, Editor, Jeffrey Ford
9475, Editor, William Steinkamp
2157, Casting, Mike Fenton
9801, Screenplay, Helen Fielding
2567, Supervising Sound Editor, Eugene Gearty
333123, Art Department Assistant, Marian Gay
12163, Production Accountant, Frank Murray
13008, Director, Tommy OHaver
9697, Screenplay, M. Night Shyamalan
244786, Producer, Jason Blum
95516, Production Design, Stéphane Collonge
9913, Producer, Stacey Sher
11236, Production Design, Stuart Craig
344041, Producer, Eric Gozlan
1284, Hairstylist, Bea Millas
243935, Costume Design, Tere Duncan
627, Makeup Artist, Robert McCann
1607, Production Design, Wynn Thomas
703, Art Direction, Mel Bourne
319, Editor, Michael Tronick
4105, Director of Photography, Jan de Bont
629, Production Design, Howard Cummings
16869, Executive Producer, Harvey Weinstein
13448, Producer, Kathleen McGill
11835, Producer, Ashok Amritraj
2176, Production Coordinator, Andrea Gabusi
9310, Art Direction, Sue Chan
7442, Stunt Coordinator, Walter Scott
272, Screenplay, David S. Goyer
11260, Producer, Todd Komarnicki
329, Novel, Michael Crichton
35203, Art Direction, Andrew Max Cahn
26622, Casting, John Brace
121674, Executive Producer, Mike Newell
73835, Costume Design, Marisa Crimi
276907, Script Supervisor, Beverly Winston
86835, Set Decoration, Fontaine Beauchamp Hebb
296099, Executive Producer, Jeff Kleeman
163, Editor, Stephen Mirrione
49009, Producer, Keith Clark
1597, Set Decoration, Karin Wiesel
245692, Assistant Art Director, Patricia Ruelle
10349, Additional Camera, Michael Spiller
9845, Director, Álex de la Iglesia
257345, Casting, Fabiana Arrastia
12783, Screenplay, Saul Dibb
411632, Casting, Floriela Grapini
73963, Casting, Dominika Posserén
372411, Production Design, Harry Banks
522, Casting, Victoria Thomas
6278, Casting, Marcia Ross
11090, Co-Producer, John Schneider
16028, Casting, Anya Colloff
313788, Carpenter, Monislav Jelyazkov
9560, Director of Photography, Emmanuel Lubezki
109439, Executive Producer, J.C. Spink
322488, Producer, Kai Nordberg
147441, Art Direction, Gavin Fitch
23404, Sound Re-Recording Mixer, Richard Kitting
354285, Director of Photography, Christopher Ross
9314, Director, Michael Radford
50619, Producer, Stephenie Meyer
17821, Digital Effects Supervisor, Craig Seitz
222936, Producer, Scott Rudin
57158, Executive Producer, Carolyn Blackwood
157360, Original Music Composer, Ryan Miller
18405, Cinematography, Sharone Meir
169219, Producer, Alexander Rodnyansky
14574, Supervising Art Director, Rod McLean
187, Director, Frank Miller
41171, Associate Producer, Michael Klastorin
215211, Supervising Art Director, Daran Fulham
203739, Dialogue Editor, Gillian Dodders
184346, Stunt Coordinator, Lauro Chartrand
314402, Art Direction, Héléna Klotz
43418, Production Design, Clayton Jauncey
238615, Original Music Composer, Antonio Pinto
45019, Foley, Ossama Khuluki
307081, Executive Producer, Ezra Swerdlow
942, Co-Producer, Steve Perry
9349, Construction Coordinator, Frank Bollinger
403, Producer, Alfred Uhry
, Supervising Art Director, Kevin Ishioka
57157, Producer, Diablo Cody
266102, Art Direction, Alistair Kay
4824, Camera Operator, Martin Hume
1422, Set Decoration, Leslie E. Rollins
8978, Screenplay, John Carpenter
87502, Producer, Steve Starkey
9526, Executive Producer, Bill Pohlad
391709, Producer, Raymond Phathanavirangoon
7552, Director, Dean Parisot
80038, Producer, Jon Hamm
307663, Associate Producer, Arnaud Lannic
381064, Casting, Meg Morman
48988, Producer, Peter Farrelly
226486, Executive Producer, Kevin J. Messick
340275, Casting, Kim Coleman
277546, Casting, Suzanne Smith
262504, Original Music Composer, Joseph Trapanese
17, Editor, Chris Gill
285783, Producer, Steve Starkey
376867, Director, Barry Jenkins
166426, Art Direction, John Dexter
345925, Art Direction, Sean Breaugh
44115, Supervising Sound Editor, Glenn Freemantle
10052, Executive Producer, James D. Brubaker
37799, Screenplay, Aaron Sorkin
11852, Associate Producer, Robin Mulcahy Fisichella
8005, Executive In Charge Of Production, Robert Latham Brown
154400, Dialect Coach, Jerome Butler
228066, Editor, Andrew Hulme
284053, Director of Photography, Javier Aguirresarobe
332704, Casting, Jenny Jue
323373, Writer, Jason Lei Howden
9966, Executive Producer, Nathan Kahane
9378, Casting, Christine Sheaks
228150, Producer, John Lesher
9064, Casting, Doreen Jones
13797, Art Direction, Michael Barton
301365, Casting, Courtney Sheinin
353686, Producer, Jason Blum
2294, Editor, Kevin Smith
33273, Director, Daniel Monzón
19154, Music, Ned Bouhalassa
137106, Screenplay, Christopher Miller
5393, Producer, Silke Zakarneh
119450, Executive Producer, Mark Bomback
13776, Set Decoration, R. Chris Westlund
410126, Director, Ómar Örn Hauksson
10734, Executive Producer, Robert Daley
1245, Art Direction, John Ralph
8848, Production Design, Gavin Bocquet
12113, Sound Effects Editor, Dino Dimuro
82, Casting, Francine Maisler
1865, Music Supervisor, Bob Badami
253626, Casting, Jo Edna Boldin
425, Associate Producer, John C. Donkin
225886, Executive Producer, Jason Segel
166424, Director of Photography, Matthew Jensen
332411, Stunt Coordinator, Johnny Martin
343173, Associate Producer, Bastien Sirodot
79698, Writer, Roland Joffé
14, Costume Design, Julie Weiss
77016, Executive Producer, Randall Emmett
74998, Executive Producer, Jenno Topping
1949, Editor, Angus Wall
8859, Music Supervisor, Dave Jordan
342737, ADR Voice Casting, Mark Sussman
68724, Makeup Artist, Gitte Axen
9543, Sound Effects Editor, Brent Burge
76649, Original Music Composer, Clinton Shorter
7303, Set Decoration, Susan Bode
855, Production Design, Arthur Max
644, Producer, Bonnie Curtis
282035, Screenplay, Christopher McQuarrie
17352, Other, Ken Darby
14736, Script Supervisor, Martin Kitrosser
145221, Producer, Ben Pugh
256962, Executive Producer, Bernardo Gomez Martinez
12690, Producer, Robert Knott
1725, Assistant Editor, Marshall M. Borden
44129, Screenplay, John Wells
84174, Sound Re-Recording Mixer, Ron Bochar
52449, Director, Jake Kasdan
216138, Hairstylist, Shannon Slingerland
266856, Casting, Nina Gold
10665, Costume Design, Susan Kaufmann
9928, Thanks, Kent Beyda
9472, Casting, Juel Bestrop
49814, Editor, Pia Di Ciaula
309242, Casting, Cindy Tolan
35052, Executive Producer, Alain Goldman
314095, Editor, John Axelrad
10625, Producer, Lorne Michaels
442752, Musician, Juice Leskinen
10733, Unit Production Manager, Kathleen McGill
36947, Producer, Peter Wintonick
265208, Hairstylist, Katherine Distefano
283552, Makeup Artist, Michael Fontaine
11618, Sound Designer, Gary Rydstrom
664, Costume Design, Ellen Mirojnick
9348, Costume Design, Joe I. Tompkins
6947, Visual Effects Supervisor, Eric Brevig
652, Additional Music, Gabriel Yared
12501, Editor, John Faure
947, Casting, Maude Spector
177572, Screenplay, Jordan Roberts
14462, Dialogue Editor, Dan Korintus
953, Additional Music, Ryeland Allison
223702, Producer, Evan Goldberg
16167, Editor, Michael Matzdorff
13783, Hairstylist, Catherine Lamey
159117, Executive Producer, Adam Wingard
70074, Producer, Alfred Gough
241848, Set Decoration, Susan Magestro
445993, Music Supervisor, Doug Bernheim
10911, Makeup Artist, George Frost
41213, Editor, Věra Kutilová
9562, Set Decoration, Jille Azis
671, Casting, Karen Lindsay-Stewart
1902, Director of Photography, Hans Burmann
2756, Art Direction, Joseph C. Nemec III
297270, Screenplay, Kate Kondell
228358, Producer, Ross M. Dinerstein
15653, ADR Voice Casting, Jamie Thomason
1930, Screenplay, Alvin Sargent
8469, Producer, Ivan Reitman
1492, Casting, Priscilla John
8209, Editor, Jan-Christoph Glaser
1771, ADR & Dubbing, Anthony J. Ciccolini III
10950, Production Design, Aaron Osborne
9911, Executive Producer, Allan Aldred
18781, Executive In Charge Of Production, Dylan Tarason
338766, Co-Producer, Dylan Tarason
397243, Director, André Øvredal
182560, Casting, Carmen Cuba
224141, Thanks, Barry H. Waldman
131634, Art Department Coordinator, Roxy Konrad
15813, Helicopter Camera, Martin Sácha
63749, Producer, Kenneth M. Badish
19592, Producer, Timothy Peternel
24274, Art Direction, William Sandell
18357, Production Design, Dan Bishop
583, Screenplay, John Cleese
381018, Director of Photography, Jeffrey Waldron
, Production Design, Bob Pauley
58231, Casting, Toni Cobb Brock
101299, Director of Photography, Jo Willems
108316, Executive Producer, Matthias Emcke
1639, Producer, Steve Perry
14043, Director of Photography, Alexander Gruszynski
929, Editor, Peter Amundson
412678, Art Direction, Vraciu Eduard Daniel
11812, Costume Supervisor, Garet Reilly
54940, Original Music Composer, Randy Miller
12117, Executive Producer, Gail Katz
6977, Original Music Composer, Carter Burwell
8456, Music Supervisor, Julianne Jordan
31640, Editor, Steven Cohen
12103, Music Editor, Michael K. Bauer
18843, Director, Rich Thorne
20648, Producer, Terence Michael
57431, Original Music Composer, David Wingo
1165, Author, Peter Morgan
170279, Music, Martijn Schimmer
4256, Director of Photography, Mark Irwin
1576, Casting, Suzanne M. Smith
1933, Executive Producer, Paula Wagner
76487, Costume Design, Terri Prescott
324560, Co-Producer, Violaine Barbaroux
379, Casting, Donna Isaacson
9075, Supervising Sound Editor, Eddy Joseph
48289, Director, John Madden
8536, Art Direction, Terry Ackland-Snow
9016, Screenplay, John Musker
14126, Screenplay, David Elliot
665, Art Direction, Edward C. Carfagno
127372, Producer, Russ Krasnoff
277685, Writer, Nelson Greaves
205587, Sound Re-Recording Mixer, Tim Chau
55721, Producer, Judd Apatow
340666, Art Direction, Christopher Brown
11683, Producer, Mark Canton
9884, Local Casting, Claudia Becker
1647, Casting, Marcia Ross
4133, Supervising Sound Editor, Mark P. Stoeckinger
561, Original Music Composer, Brian Tyler
210860, Producer, Gigi Pritzker
9257, Dialogue Editor, Scott G.G. Haller
10833, Stunt Coordinator, Buddy Joe Hooker
1824, Executive Producer, Jay Roach
180, Casting, Denise Chamian
54075, Set Decoration, Ron von Blomberg
59962, Sound Re-Recording Mixer, Ron Bartlett
345922, Costume Design, Denise Wingate
213681, Production Design, Clayton Hartley
156022, Director of Photography, Mauro Fiore
8843, Casting, Ronna Kress
418437, Screenplay, David Leslie Johnson
296096, Set Decoration, Sara Wan
13470, Costume Design, Mario Davignon
339967, Orchestrator, Bear McCreary
1738, Makeup Department Head, Patty York
192145, Producer, Paul Breuls
2270, Costume Design, Sammy Sheldon
36586, Executive Producer, David S. Goyer
2116, Screenplay, David Collard
8649, Visual Effects Producer, Jill Brooks
64686, Casting, Priscilla John
340101, Director of Photography, Sebastian Blenkov
234212, Steadicam Operator, Nicholas Davidoff
613, Original Music Composer, Stephan Zacharias
315837, Executive Producer, Tetsuya Fujimura
333674, Writer, T.J. Cimfel
5919, Set Decoration, Raphael Bretton
396616, Visual Effects Producer, Lisa Kelly
334074, Executive Producer, Trevor Short
340676, Key Hair Stylist, Morgane Bernhard
17130, Production Design, Waldemar Kalinowski
50357, Stunt Coordinator, James Bamford
51540, Editor, Peter Teschner
30618, Producer, Nava Levin
602, Art Direction, William James Teegarden
11056, Original Music Composer, Carles Cases
75174, Director, Joe Carnahan
5915, Editor, Jay Cassidy
8470, Original Music Composer, Aaron Zigman
1538, Costume Design, Jeffrey Kurland
152603, Co-Producer, Marco Mehlitz
8922, Executive Producer, Mario Ohoven
8914, Editor, Frank J. Urioste
8224, Art Direction, Gershon Ginsburg
9882, Associate Producer, Robin Budd
116613, Producer, Allan Niblo
296524, Executive Producer, Jeff Skoll
72477, Costume Design, Christopher Lawrence
274870, Production Design, Guy Hendrix Dyas
203834, Costume Design, Carol Cutshall
242582, Co-Producer, Stephanie Wilcox
10537, Production Coordinator, Sara Spring
60932, Makeup Department Head, Sandra Linn Koepper
4475, Script Supervisor, Stephanie A. Marquardt
13849, Foley, Jason Swanscott
9425, Art Direction, Thomas Valentine
316152, Director of Photography, Benoît Delhomme
222935, Director of Photography, Ben Richardson
293768, Director of Photography, Flavio Martínez Labiano
587, Director of Photography, Philippe Rousselot
244562, Original Music Composer, François-Eudes Chanfrault
9358, Original Music Composer, Shirley Walker
8452, Editor, Dominique Fortin
, Casting, Tricia Wood
13491, Original Music Composer, Tuomas Kantelinen
5638, Sound Re-Recording Mixer, Dick Vorisek
70667, Casting, Jannecke Bervel
98, Original Music Composer, Hans Zimmer
1417, Editor, Bernat Vilaplana
4247, Director of Photography, Francis Kenny
310, Editor, Scott Hill
38322, Characters, Darryl Quarles
278924, Casting, Marianne Stanicheva
10204, Second Unit Cinematographer, Harvey Harrison
4248, Co-Executive Producer, Marlon Wayans
339846, Director of Photography, Eric Steelberg
277154, Assistant Art Director, Anneke Assen
558, Producer, Laura Ziskin
146243, Producer, Steven Schneider
10718, Executive Producer, Michael I. Rachmil
198184, Visual Effects Editor, Jason Pielak
42418, Editor, M. Scott Smith
116463, Visual Effects, T.J. Sakasegawa
41180, Executive Producer, Howard Braunstein
55420, Original Music Composer, Will Bates
7840, Producer, Mark Gordon
6933, Art Direction, Christina Ann Wilson
139567, Art Direction, Frank Zito
333669, Executive Producer, Michael Dreyer
267795, Editor, Brian Berdan
59967, Original Music Composer, Nathan Johnson
55846, Screenplay, Nathan Parker
169298, Editor, Julio Saldarriaga
354859, Producer, William Horberg
11679, Set Decoration, Hilton Rosemarin
38543, Special Effects, Henry Brook
45273, Writer, Lance Lane
238636, Executive Producer, Luc Etienne
211528, Sound Re-Recording Mixer, Richard Kondal
168027, Adaptation, Charles Matthau
50725, Producer, Ryan Kavanaugh
436, Associate Producer, Orlando Tobón
10711, Set Decoration, Charles Merangel
378018, Visual Effects Supervisor, Geoff D.E. Scott
27265, Set Decoration, Anne D. McCulley
6973, Sound Re-Recording Mixer, Tony Lamberti
2112, Stunt Coordinator, Mic Rodgers
262338, Production Design, Kave Quinn
363126, Screenplay, Shaun Grant
1955, Screenplay, Christopher De Vore
241259, Casting, Lucy Bevan
257088, Producer, Kurt Wimmer
24624, Assistant Art Director, Mihnea Vieru
1863, Screenplay, Tonino Guerra
64688, Executive Producer, Channing Tatum
8467, Writer, Peter Farrelly
